ID.x,Age,ChildrenNumber,CountryCitizen,EmploymentField,EmploymentStatus,ExpectedEarning,Gender,Income,JobPref,JobRoleInterest,LanguageAtHome,MaritalStatus,SchoolDegree,StudentDebtOwe
c6a3840406ddf891a5db186b9c4abf14,28,NA,United States of America,NA,Not working but looking for work,50000,female,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,30000
675bd00c953ffd27f8f1621049ca8767,30,NA,United States of America,NA,Not working and not looking for work,60000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,15000
1901e64918ae525578eb365b992ea7b1,42,1,United States of America,NA,Not working but looking for work,NA,female,NA,freelance ,NA,English,divorced,"some college credit, no degree",NA
e9aeba2e6f8eef821bfd379494fba695,31,NA,United States of America,transportation,Employed for wages,70000,male,33600,work for a medium-sized company,  Mobile Developer,English,NA,bachelor's degree,NA
0d88be781ef5d61ae93e4babfe92fe46,31,1,Romania,architecture or physical engineering,Employed for wages,NA,male,NA,work for a medium-sized company,Full-Stack Web Developer,Romanian,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
73386d9fa9f3662927881ecc56289950,30,NA,United Kingdom,NA,Not working but looking for work,NA,female,NA,work for a startup,  User Experience Designer,English,NA,bachelor's degree,NA
019ebc08828e90d8b312a86ec2eaf3e2,26,NA,Macedonia,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Macedonian,NA,bachelor's degree,NA
67e89512b2e3f49e8d55e44ac676e736,22,NA,United States of America,NA,Not working and not looking for work,NA,male,NA,start your own business,NA,English,NA,"some college credit, no degree",NA
bf381882bc6058aebd9e624a233ea4ae,27,NA,Tanzania,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Swahili,NA,bachelor's degree,NA
6993fe254c4490c3198e0cd6ab3c5d4a,24,NA,Russia,software development and IT,Employed for wages,NA,female,NA,work for a medium-sized company,  Product Manager,Russian,NA,master's degree (non-professional),NA
d1f95f58e0cf2ebc59b202d17caec5e7,15,NA,United States of America,NA,NA,NA,male,NA,start your own business,NA,English,NA,some high school,NA
7d64dfdc22bce88b5e304321832e1d28,33,3,United States of America,NA,NA,NA,male,NA,start your own business,NA,English,married or domestic partnership,high school diploma or equivalent (GED),NA
2abf4e6fd66255469a987f34ae2d0c40,14,NA,NA,NA,Not working and not looking for work,NA,NA,NA,freelance ,NA,Polish,NA,some high school,NA
6c69363b69431f0a95224d995417445f,35,5,United States of America,construction and extraction,Employed for wages,NA,male,75000,freelance ,NA,English,divorced,"some college credit, no degree",25000
6d5b47a9f47263b3ab117aec505ce1ee,24,NA,United States of America,software development and IT,Self-employed freelancer,50000,female,25000,work for a startup,  User Experience Designer,English,NA,bachelor's degree,NA
faaf07e940c1f98607a6d075b924f2c5,30,NA,United States of America,NA,Employed for wages,NA,female,85000,start your own business,NA,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
19229373b026a301a74a0272a31441ae,15,NA,Poland,NA,NA,NA,male,NA,start your own business,NA,Polish,NA,no high school (secondary school),NA
edf0676697ff5397643f7b4b06f1bc53,37,NA,United States of America,NA,Not working but looking for work,80000,female,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,"professional degree (MBA, MD, JD, etc.)",NA
ec5c8e1311ff86849eab19d4b81c6866,34,1,United Kingdom,education,Employed for wages,NA,female,20000,freelance ,NA,English,"single, never married","some college credit, no degree",NA
726e5f05f734a5bd6b6d18203f920a37,25,NA,United States of America,NA,Not working and not looking for work,40000,male,NA,work for a multinational corporation,  Front-End Web Developer,English,NA,high school diploma or equivalent (GED),NA
e15cb970ff704108c083e72b22005268,22,NA,Israel,NA,Not working but looking for work,NA,male,NA,work for a multinational corporation,Full-Stack Web Developer,Arabic,NA,bachelor's degree,2500
14f3b43cf670fb1215b048e1eaf57fd9,27,NA,United States of America,software development and IT,Self-employed freelancer,100000,male,80000,work for a startup,  Front-End Web Developer,English,NA,bachelor's degree,30000
7a2c1f39accbb99949b9306cfce6344a,21,NA,United States of America,NA,Not working and not looking for work,75000,male,NA,work for a medium-sized company,Back-End Web Developer,English,NA,bachelor's degree,3000
127b088601ab3832ff349c3a348ff3d6,25,NA,France,NA,Not working but looking for work,NA,male,NA,work for a startup,  Front-End Web Developer,French,NA,no high school (secondary school),NA
62b0f7875ba6beef8899e4fa308ab011,16,NA,United States of America,sales,Employed for wages,NA,male,NA,freelance ,NA,English,NA,associate's degree,NA
33933af6d2e005c145a474fbe7097e64,38,1,Kazakhstan,software development and IT,Employed for wages,NA,male,60000,start your own business,NA,English,married or domestic partnership,Ph.D.,NA
50bd967f09e18869d6e9ab94d8024d54,32,NA,United Kingdom,health care,Employed for wages,60000,genderqueer,70000,work for a startup,Full-Stack Web Developer,Tagalog,NA,bachelor's degree,NA
78a26728a47e18fb72554c92f0508788,31,2,United States of America,sales,Employed for wages,80000,male,90000,work for a medium-sized company,Full-Stack Web Developer,English,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",NA
08fd7ae60d3bb9864dfecc3d15e64103,31,NA,United States of America,software development and IT,Self-employed freelancer,NA,male,15000,NA,NA,English,NA,associate's degree,NA
ecbd1912b938c1e55c6be5b060a5ae0c,28,NA,Canada,NA,Employed for wages,75000,female,50000,work for a startup,  Data Scientist / Data Engineer,Korean,NA,bachelor's degree,30000
1335aafec631b6144cd8b0217c24b4e1,56,2,United States of America,education,Employed for wages,NA,female,NA,start your own business,NA,English,married or domestic partnership,master's degree (non-professional),NA
14458086cdbf6c4d0f087546107c896a,38,3,Malaysia,NA,Not working and not looking for work,NA,male,NA,NA,NA,English,married or domestic partnership,high school diploma or equivalent (GED),NA
1f8397a0022ed123e458ce8ed29cb480,30,NA,United States of America,finance,Employed for wages,75000,male,63000,work for a medium-sized company,  Data Scientist / Data Engineer,English,"single, never married",bachelor's degree,8000
ba46f2c384bb92c7dc9c4a682b1baed2,30,1,Australia,software development and IT,Employed for wages,NA,male,35000,freelance ,NA,English,married or domestic partnership,"trade, technical, or vocational training",NA
0433be842b2762e98246c7f7d6086845,23,NA,United States of America,food and beverage,Employed for wages,80000,male,8000,work for a multinational corporation,Full-Stack Web Developer,Spanish,NA,"some college credit, no degree",8000
16415044353dec3885c55fcd0a123928,19,NA,India,software development and IT,Employed for wages,20000,male,10000,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,NA
90f3a812bd37f581715a34b9d72218ca,61,3,United States of America,transportation,Employed for wages,NA,male,NA,NA,NA,Urdu,married or domestic partnership,bachelor's degree,NA
a0c1ccd228e3d12038b966a711e26d0c,36,NA,Canada,"arts, entertainment, sports, or media",Employed for wages,55000,male,45000,work for a medium-sized company,  Data Scientist / Data Engineer,Portuguese,"single, never married",bachelor's degree,NA
2f0649bb71794fbc5458e9666b50a389,32,NA,United States of America,software development and IT,Employed for wages,NA,male,75000,NA,NA,English,married or domestic partnership,bachelor's degree,1500
cf68dfe500ee2bf4a31e1c4ce6f6f8ec,31,NA,United Kingdom,NA,Not working and not looking for work,60000,female,NA,work for a multinational corporation,  DevOps / SysAdmin,French,NA,some high school,NA
90a69b14875105d4fa9b6836b0b7216d,45,1,United States of America,NA,Not working but looking for work,70000,female,NA,work for a medium-sized company,  Data Scientist / Data Engineer,Russian,divorced,master's degree (non-professional),NA
76888c11b41d6a0cc3a82d7d2133771b,33,NA,United States of America,NA,Doing an unpaid internship,NA,female,NA,NA,NA,English,NA,bachelor's degree,NA
05e5c15e11961096621f2f207663fc6e,25,NA,United States of America,software development and IT,Employed for wages,75000,male,30000,work for a medium-sized company,Full-Stack Web Developer,English,NA,"some college credit, no degree",NA
decdf3c2cf007de0952e276e1d84dc59,32,NA,United States of America,food and beverage,Employed for wages,80000,female,61000,work for a medium-sized company,Back-End Web Developer,English,NA,"some college credit, no degree",29000
929776623502d5dbf2e825a5c0e3a34a,19,NA,United States of America,NA,Not working and not looking for work,50000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,high school diploma or equivalent (GED),NA
1fa0d8da27c368f600f5ee50d7a840b3,20,NA,India,NA,NA,70000,male,NA,work for a startup,  Data Scientist / Data Engineer,Telugu,NA,high school diploma or equivalent (GED),NA
5f9eada073d9f6c27816631e36a0b82f,31,NA,South Africa,software development and IT,Employed for wages,NA,female,7000,NA,NA,English,NA,bachelor's degree,NA
dc4b36a78efe489014716572d7a20ce2,21,NA,Romania,NA,Doing an unpaid internship,NA,male,NA,NA,NA,Romanian,NA,"some college credit, no degree",NA
baf07d84352c5ef05d3a5b750104dcf8,23,NA,Denmark,NA,Employed for wages,NA,male,NA,work for a startup,  User Experience Designer,Danish,NA,high school diploma or equivalent (GED),NA
53a2d2b53b8fc22fb10c6184a08d8eb2,21,NA,Poland,NA,Not working but looking for work,NA,male,NA,freelance ,NA,Polish,NA,high school diploma or equivalent (GED),NA
a734ca16dd76854629b360cac700c679,27,NA,Israel,NA,NA,25500,male,NA,work for a medium-sized company,  Quality Assurance Engineer,Russian,NA,bachelor's degree,NA
577d3d566254e650ec4e60e095fbee63,30,1,United States of America,food and beverage,Employed for wages,55000,male,43000,work for a medium-sized company,Full-Stack Web Developer,English,married or domestic partnership,bachelor's degree,NA
52ab59f23b15c0e813443e82edbd3ea1,25,2,"Netherlands (Holland, Europe)",software development and IT,Employed for wages,NA,male,30000,NA,NA,Dutch,married or domestic partnership,master's degree (non-professional),NA
62b9dae767f512acd6245a07ec8089cd,18,NA,Iran,NA,NA,NA,male,NA,work for a startup,Full-Stack Web Developer,Turkmen,NA,high school diploma or equivalent (GED),NA
f8029ef397f6ef477f21c3f17a7662ff,42,NA,Costa Rica,software development and IT,Employed for wages,NA,male,NA,NA,NA,Spanish,NA,Ph.D.,NA
df8fca5bd3d9da8f4875ff6531782f56,35,1,United Kingdom,finance,Employed for wages,29000,male,27000,work for a medium-sized company,  Front-End Web Developer,English,married or domestic partnership,bachelor's degree,30000
d2f138821e86f72df7cb630bfad1acfb,38,NA,Czech Republic,software development and IT,Employed for wages,NA,genderqueer,NA,start your own business,NA,Czech,NA,bachelor's degree,NA
81dbb66d42581d01729710191000647d,24,NA,Poland,NA,Employed for wages,NA,male,NA,work for a medium-sized company,  Data Scientist / Data Engineer,Polish,NA,bachelor's degree,40000
0c0baf07f22ed275c6bd8459eab156b7,32,NA,United States of America,finance,Employed for wages,55000,male,47000,work for a multinational corporation,  Front-End Web Developer,Spanish,NA,associate's degree,70000
38060779fde8bfd1d18c35a8d7189b38,28,NA,United States of America,finance,Employed for wages,35000,female,32000,work for a multinational corporation,Back-End Web Developer,English,NA,bachelor's degree,64000
6e7d85009e30e90fe630d87700a0965b,59,NA,United States of America,NA,Not working but looking for work,NA,female,NA,freelance ,NA,English,NA,"some college credit, no degree",NA
14b20d5804c4e982b15fed5f69a47183,24,NA,"Netherlands (Holland, Europe)",software development and IT,Employed for wages,NA,male,NA,NA,NA,Dutch,NA,bachelor's degree,NA
fc00ef422866fe005134c3507f0a30b3,25,NA,India,software development and IT,Employed for wages,80000,male,10000,work for a startup,NA,Malayalam,NA,master's degree (non-professional),7000
fbe947a933661c63d62e7c9cda40bd72,33,NA,China,NA,Retired,NA,male,NA,start your own business,NA,Mandarin Chinese,"single, never married",bachelor's degree,NA
08c8b0015e006d86454ee2fdbbe706f5,63,NA,United States of America,"arts, entertainment, sports, or media",Self-employed business owner,50000,male,NA,work for a medium-sized company,Full-Stack Web Developer,English,NA,Ph.D.,NA
29b38eb528110c3d4b9aa4e1165155e8,35,1,United States of America,construction and extraction,Employed for wages,NA,male,30000,start your own business,NA,English,divorced,"some college credit, no degree",25000
591af65e130db3c0ff9744c92d54db61,27,NA,Germany,transportation,Employed for wages,60000,male,40000,work for a startup,  Data Scientist / Data Engineer,German,NA,"trade, technical, or vocational training",NA
9dbd418979cc2be638f2afe8295f132a,35,NA,United States of America,NA,Not working but looking for work,70000,female,NA,work for a startup,  User Experience Designer,English,NA,associate's degree,55000
ef2e06580fbd2d0fabae008bbf675c9b,16,NA,Bosnia & Herzegovina,NA,Not working and not looking for work,NA,female,NA,start your own business,NA,Serbian,NA,some high school,NA
935da1eea3deee376c376a3da74782e3,32,NA,United States of America,legal,Employed for wages,NA,female,36000,freelance ,NA,English,NA,bachelor's degree,NA
a1a0870413fd3c026eac43d50b07dffe,24,NA,Thailand,office and administrative support,Employed for wages,75000,male,35000,work for a medium-sized company,Full-Stack Web Developer,Mandarin Chinese,NA,bachelor's degree,NA
8a3eec4e2047ab726314c14ff1d071c4,23,NA,United States of America,food and beverage,Employed for wages,50000,male,8000,work for a startup,Back-End Web Developer,English,NA,"some college credit, no degree",NA
f29889936e4f33c6360027d804dae83e,21,NA,NA,NA,NA,NA,male,NA,start your own business,NA,Hindi,NA,high school diploma or equivalent (GED),NA
c80cf542703c69302cd1c8cb317a3d31,NA,NA,United States of America,finance,Employed for wages,85000,female,NA,work for a startup,Full-Stack Web Developer,English,NA,bachelor's degree,NA
714f8474c8a80552dbbd5b8e429370da,29,NA,United States of America,office and administrative support,Employed for wages,NA,male,20000,freelance ,NA,English,NA,"professional degree (MBA, MD, JD, etc.)",60000
5513efc0d26e091bcf9bf3963d19bc4f,21,NA,India,NA,Not working and not looking for work,10000,male,NA,work for a startup,Full-Stack Web Developer,Hindi,NA,NA,NA
b1b19e6c6d008487d8525fa252bc7713,58,2,United Kingdom,software development and IT,Employed for wages,NA,male,30000,freelance ,NA,English,married or domestic partnership,bachelor's degree,NA
e2c61bd6f6461888e589c54726415aa5,NA,NA,NA,NA,NA,NA,NA,NA,work for a medium-sized company,  DevOps / SysAdmin,NA,NA,NA,NA
1d8e86a68ad902a1f891df210ac497ed,22,NA,Spain,software development and IT,Employed for wages,NA,male,NA,NA,NA,Spanish,NA,"professional degree (MBA, MD, JD, etc.)",NA
8b9645394711be09d5167fdfc97c16f6,18,NA,NA,NA,NA,NA,male,NA,start your own business,NA,NA,NA,NA,NA
204192dcdeb75f78417b0531dd868160,30,NA,Austria,NA,NA,NA,male,NA,NA,NA,English,NA,high school diploma or equivalent (GED),NA
85ad18cdf2948e76639758eb5816a93e,29,NA,United States of America,education,Employed for wages,NA,female,42000,freelance ,NA,English,NA,bachelor's degree,8000
9ebb35fcfe59c4ee551a975c3d66224e,41,4,United States of America,software development and IT,Employed for wages,NA,male,150000,NA,NA,English,married or domestic partnership,master's degree (non-professional),54000
a6116381f8683fbef4709bed8da5d41d,29,NA,Canada,NA,Not working but looking for work,50000,female,NA,work for a startup,Full-Stack Web Developer,English,NA,bachelor's degree,NA
39ed5b5520fb0342b253978c78f9b839,51,3,United States of America,NA,Employed for wages,NA,male,100000,start your own business,NA,English,married or domestic partnership,bachelor's degree,NA
a6eca976ec2873dd75c9daaba3fedd9d,49,NA,United States of America,education,Employed for wages,NA,male,90000,start your own business,NA,English,married or domestic partnership,bachelor's degree,NA
82243e2f49ba3ebff5ff5955e86c483c,39,2,Ireland,architecture or physical engineering,Employed for wages,NA,male,58000,start your own business,NA,Polish,married or domestic partnership,master's degree (non-professional),NA
571e9bbbacfcb1a6333ab96134419ef7,32,NA,United States of America,office and administrative support,Employed for wages,NA,male,30000,start your own business,NA,English,NA,bachelor's degree,NA
6459923a79e9d78a9a146b591d37437a,21,NA,United Kingdom,software development and IT,Employed for wages,NA,male,25000,start your own business,NA,English,NA,"some college credit, no degree",45000
aa4a1a0276b29dcc775bff29113fa91e,25,NA,United States of America,health care,Employed for wages,45000,male,35000,work for a multinational corporation,Full-Stack Web Developer,English,"single, never married",bachelor's degree,NA
7e6fbee5e1f8c057900550e60cb776c1,28,NA,United States of America,education,Employed for wages,70000,male,6000,work for a medium-sized company,Back-End Web Developer,English,NA,bachelor's degree,20000
cfa98ebe6c2a540530df4320d5aefc2b,62,NA,United States of America,NA,Employed for wages,NA,male,49000,freelance ,NA,English,NA,high school diploma or equivalent (GED),NA
f86a6033954ec0b029e59971c1fb7e90,38,1,Colombia,NA,Employed for wages,45000,male,28000,work for a multinational corporation,  Mobile Developer,Spanish,married or domestic partnership,master's degree (non-professional),NA
5f58831ec479c7cfe6a6a1b7613dc419,23,NA,United States of America,NA,Not working but looking for work,NA,male,NA,start your own business,NA,English,NA,bachelor's degree,NA
2b6797423494ff6a89a516c93f849ddd,32,NA,France,NA,Employed for wages,35000,male,20000,work for a startup,Full-Stack Web Developer,Japanese,married or domestic partnership,bachelor's degree,10000
9d44d5dba0e05cd3e4cc68e31967cc54,52,NA,United States of America,software development and IT,Employed for wages,NA,male,NA,NA,NA,English,married or domestic partnership,bachelor's degree,NA
bd4dd02ea28d54ddbb832aeca4b768e0,53,2,Canada,NA,Self-employed business owner,NA,male,NA,start your own business,NA,English,married or domestic partnership,"some college credit, no degree",NA
6135f284408ea769e7ab52acc036c21e,48,NA,United States of America,"arts, entertainment, sports, or media",Self-employed freelancer,NA,female,15000,start your own business,NA,English,NA,bachelor's degree,NA
ccd5bd6319698939f1cc9925513a77ad,28,NA,United States of America,NA,Not working but looking for work,45000,male,NA,work for a startup,  Front-End Web Developer,English,NA,bachelor's degree,NA
00b882358accfb9546b4f97941e2de5e,23,NA,United States of America,finance,Employed for wages,NA,male,60000,start your own business,NA,English,NA,bachelor's degree,27000
cbf60854232a78a46415893c17bf89fd,27,NA,Brazil,NA,Doing an unpaid internship,NA,male,NA,NA,NA,Portuguese,NA,bachelor's degree,NA
e972745f7453e7df898c335c6f507c05,31,NA,United States of America,NA,Not working but looking for work,NA,male,NA,NA,NA,Chinese,NA,"professional degree (MBA, MD, JD, etc.)",NA
a8d0d6cf8f787985bdb19a567cfee998,36,3,United States of America,NA,Employed for wages,60000,female,29000,work for a medium-sized company,  Front-End Web Developer,English,"single, never married","some college credit, no degree",14000
6e3b8570938c1bda23c7ed93e579abae,31,NA,Hungary,"farming, fishing, and forestry",Employed for wages,70000,male,50000,work for a startup,Full-Stack Web Developer,Hungarian,NA,"professional degree (MBA, MD, JD, etc.)",NA
6fae1e923172532057ef1c4052ce1c50,41,NA,United States of America,NA,Employed for wages,40000,male,10000,work for a medium-sized company,  Front-End Web Developer,English,NA,bachelor's degree,NA
273a3a8608281d00d194e7334481bd99,54,5,United States of America,NA,Employed for wages,52000,male,NA,work for a multinational corporation,  Quality Assurance Engineer,English,divorced,bachelor's degree,NA
ba0a960e72be0dd243f873b066f0b5b5,14,NA,United States of America,NA,Unable to work,NA,male,NA,start your own business,NA,Mandarin Chinese,NA,no high school (secondary school),NA
914b736e3593ec110ad89941f92bd615,37,NA,United States of America,NA,NA,75000,male,NA,work for a multinational corporation,Full-Stack Web Developer,English,NA,associate's degree,NA
d7a58d57cb3e3ad7fc2688b37fc196cf,36,NA,Canada,NA,Not working but looking for work,NA,male,NA,freelance ,NA,English,NA,master's degree (non-professional),NA
9e37aba044cdbf5d722312b23dfdf389,23,NA,Canada,NA,NA,NA,male,NA,start your own business,NA,English,NA,bachelor's degree,NA
7f4d9900c0ee7994c7cb69259bcf06c2,28,NA,Kenya,software development and IT,Self-employed freelancer,NA,male,NA,start your own business,NA,Swahili,NA,master's degree (non-professional),NA
19838849d02a41692c527e8af08f9540,23,NA,Romania,office and administrative support,Employed for wages,NA,female,NA,start your own business,NA,Romanian,NA,"trade, technical, or vocational training",NA
822e8f78f42dd3da1ee32b674c0e22d2,19,NA,United States of America,NA,Not working and not looking for work,85000,male,NA,work for a multinational corporation,  Mobile Developer,Spanish,NA,"some college credit, no degree",NA
1052c7030b3546905e7994de2a419d3d,27,NA,South Africa,software development and IT,Employed for wages,NA,male,30000,start your own business,NA,English,married or domestic partnership,high school diploma or equivalent (GED),NA
19173de020fa7e348d10a421882e0a14,33,NA,Turkey,NA,Employed for wages,NA,male,NA,freelance ,NA,Turkish,NA,master's degree (non-professional),NA
feacad5306523a570c9e7e858527204a,25,NA,Sweden,software development and IT,Self-employed freelancer,NA,male,25000,freelance ,NA,Swedish,NA,bachelor's degree,30000
49098ee586e022f53ce6ba5c45705f51,27,NA,United States of America,"arts, entertainment, sports, or media",Employed for wages,70000,male,36000,work for a medium-sized company,Full-Stack Web Developer,English,NA,bachelor's degree,NA
0a13fd435fbc9ea0def174a34c4ebb30,26,NA,Austria,education,Employed for wages,40000,male,26000,work for a medium-sized company,Full-Stack Web Developer,German,NA,no high school (secondary school),20000
a442216c3026543524409c63d1d82583,NA,NA,Poland,NA,Doing an unpaid internship,NA,female,NA,freelance ,NA,Polish,NA,NA,NA
470b839d04e8f9445735abdd4af77533,18,NA,India,NA,Not working but looking for work,60000,male,NA,work for a multinational corporation,  Data Scientist / Data Engineer,Hindi,NA,bachelor's degree,NA
5a8cf623f52251fa790cf99d8b42466c,NA,NA,NA,software development and IT,Employed for wages,NA,NA,NA,start your own business,NA,NA,NA,bachelor's degree,NA
f11b5951a1cbd76c5c565d2756d09a18,17,NA,Tunisia,NA,Not working and not looking for work,NA,female,NA,freelance ,NA,Arabic,NA,some high school,NA
10f908aa2f84e95890c1e4fdca643c2d,29,NA,United States of America,software development and IT,Employed for wages,NA,male,100000,NA,NA,English,NA,bachelor's degree,25000
6159e4ca7785af6ffda4e7a0d60b7423,34,2,United States of America,education,Employed for wages,50000,male,40000,work for a multinational corporation,Full-Stack Web Developer,English,married or domestic partnership,master's degree (non-professional),10000
0c1d942d6e458d5315c35aef62d5f0e3,39,5,United States of America,law enforcement and fire and rescue,Employed for wages,NA,male,100000,freelance ,NA,English,married or domestic partnership,"some college credit, no degree",NA
c70929c49eadec9c0a11cb007a478ad0,24,NA,Moldova,software development and IT,Employed for wages,NA,male,12000,NA,NA,Romanian,NA,bachelor's degree,NA
db2cbad17ed11c7f14b8f76a78628a5f,33,NA,Brazil,NA,Not working but looking for work,NA,male,NA,NA,NA,Portuguese,NA,bachelor's degree,NA
e8c10f57233b546f3b6293ccdbcbd4c5,16,NA,United States of America,NA,Unable to work,55000,male,NA,work for a medium-sized company,  Front-End Web Developer,English,NA,no high school (secondary school),NA
1e22e4a57d7eee94374ce5f4912c6687,22,NA,Brazil,NA,Doing an unpaid internship,NA,male,NA,NA,NA,Portuguese,NA,high school diploma or equivalent (GED),NA
771a427c1f5f593e4a9cb21a23b261d9,31,NA,India,NA,Not working but looking for work,65000,female,NA,work for a medium-sized company,Back-End Web Developer,Tamil,NA,"professional degree (MBA, MD, JD, etc.)",NA
5a0c59914c41b452a4db569a51751aad,27,NA,Brazil,software development and IT,Self-employed freelancer,NA,male,NA,NA,NA,Portuguese,NA,bachelor's degree,NA
c98ad236878355892d08b6c8423bee92,29,NA,United States of America,office and administrative support,Employed for wages,NA,female,37500,start your own business,NA,English,NA,bachelor's degree,12000
45740c052613f4271a2c29be58e45e8b,23,NA,Tanzania,NA,Not working but looking for work,50000,male,NA,work for a startup,Full-Stack Web Developer,English,NA,"some college credit, no degree",NA
03080b20a7edae80ba38d1d0fde0a931,37,2,Russia,NA,Unable to work,NA,male,NA,NA,NA,Russian,married or domestic partnership,bachelor's degree,NA
2fd6c647f85aaa63c3f840e44ec7e393,40,NA,United States of America,NA,Not working but looking for work,NA,male,NA,NA,NA,English,NA,bachelor's degree,40000
9c9bebee132457d6637f7a1115691571,22,NA,Brazil,software development and IT,Self-employed freelancer,NA,female,10000,NA,NA,Portuguese,NA,"some college credit, no degree",NA
2b91aacad974bf084205e8443d178c81,21,NA,United Kingdom,"farming, fishing, and forestry",Employed for wages,10000,male,21000,work for a medium-sized company,  Mobile Developer,English,NA,"trade, technical, or vocational training",NA
3ac8b1a0c08649daef42673ce326ae92,21,NA,Finland,NA,Not working and not looking for work,NA,male,NA,start your own business,NA,Finnish,NA,"some college credit, no degree",4000
6e9b165d7b55e77c86991e8b39f0cbaf,45,NA,United States of America,food and beverage,Employed for wages,65000,female,20000,work for a multinational corporation,  Front-End Web Developer,English,NA,"some college credit, no degree",NA
b5d8aaed5f668345c583b08ceb287ca1,47,NA,United States of America,software development and IT,Employed for wages,NA,female,100000,freelance ,NA,English,NA,bachelor's degree,NA
abd54e279ec53f27cbc0246b11fce3dc,29,NA,Czech Republic,finance,Employed for wages,NA,male,NA,NA,NA,Czech,NA,master's degree (non-professional),NA
2a9b39669f8ced54d34459b6a9aa6f42,44,NA,United States of America,education,Employed for wages,75000,male,75000,work for a startup,  User Experience Designer,English,NA,"professional degree (MBA, MD, JD, etc.)",48000
62cbfb5cb07fe0f1180654b165ffb79e,30,1,United States of America,transportation,Employed for wages,100000,male,50000,work for a medium-sized company,  Mobile Developer,English,married or domestic partnership,bachelor's degree,100000
a241445dfdaaca0025e3f3c3e6251a8f,29,NA,United States of America,NA,Employed for wages,70000,male,NA,work for a multinational corporation,Full-Stack Web Developer,English,NA,associate's degree,NA
0938cb843057f336de0db3231bcd2a73,42,NA,United States of America,food and beverage,Employed for wages,60000,male,25000,work for a startup,Full-Stack Web Developer,English,NA,bachelor's degree,NA
d20eaec0ff5cb682194f8a4818f84a7b,45,NA,United States of America,software development and IT,Employed for wages,NA,male,105000,freelance ,NA,English,NA,bachelor's degree,15000
f90e4f9ce47159910b6145865eb1bbd3,35,NA,India,NA,NA,NA,NA,NA,NA,NA,Hindi,married or domestic partnership,bachelor's degree,NA
ff43711b882ec832244675ff2ffec07d,31,NA,Belarus,NA,Not working but looking for work,55000,female,NA,work for a multinational corporation,Full-Stack Web Developer,English,NA,bachelor's degree,NA
54f2e2063d675466ca4298d1b947afc9,29,NA,Czech Republic,finance,Employed for wages,20000,female,NA,work for a medium-sized company,  Front-End Web Developer,Czech,NA,bachelor's degree,NA
e41307c40c5da8d1969b18b63187d5be,20,NA,India,NA,Not working but looking for work,90000,male,NA,work for a multinational corporation,Full-Stack Web Developer,Hindi,NA,bachelor's degree,NA
6f0566b3a62cf31cc2687f3db4f5f1ee,42,NA,United States of America,NA,Employed for wages,NA,male,14000,start your own business,NA,English,married or domestic partnership,"some college credit, no degree",60000
ca6ff394cd3dbf486ff32c09e1ac0e98,32,NA,United States of America,software development and IT,Employed for wages,NA,male,105000,NA,NA,English,NA,"some college credit, no degree",NA
2580c2a2aee98119b97c594111d1411b,27,NA,Singapore,NA,Not working but looking for work,50000,male,NA,work for a startup,  Mobile Developer,English,"single, never married",bachelor's degree,15000
c7768e0dbdb217c1454d005ed1aaecae,25,NA,Russia,NA,Not working but looking for work,NA,male,NA,start your own business,NA,Russian,NA,bachelor's degree,NA
23290c316712af50a210b0a29541f4f9,22,NA,Albania,NA,Not working and not looking for work,12000,female,NA,work for a multinational corporation,Full-Stack Web Developer,Albanian,NA,master's degree (non-professional),NA
49a58557097dde82b11842b681284925,52,2,United States of America,NA,A stay-at-home parent or homemaker,70000,female,NA,work for a multinational corporation,Back-End Web Developer,English,married or domestic partnership,"some college credit, no degree",NA
f039b069402a62ec8b46a3f0639d7ec7,28,NA,United States of America,food and beverage,Employed for wages,60000,male,16000,work for a multinational corporation,Full-Stack Web Developer,English,NA,bachelor's degree,300000
34faf62e9e44da4c155ad2d4909f6b22,37,NA,Canada,NA,Not working but looking for work,NA,male,NA,freelance ,NA,English,NA,"trade, technical, or vocational training",NA
9b82cac23e24867bded472ee7de8b844,32,NA,United States of America,software development and IT,Employed for wages,NA,male,130000,NA,NA,English,married or domestic partnership,bachelor's degree,10000
5dac1ea798c2bdb4a38bd5d4e1325b0d,29,NA,Mexico,software development and IT,Employed for wages,NA,male,12000,NA,NA,Spanish,married or domestic partnership,bachelor's degree,NA
2f6cb2b94cadb249419b3901ee99b97d,29,NA,United Kingdom,software development and IT,Self-employed freelancer,NA,male,40000,NA,NA,English,NA,bachelor's degree,5000
78344aa0b418d61e68dce87322547fc4,37,2,United Kingdom,NA,Employed for wages,NA,male,NA,start your own business,NA,English,married or domestic partnership,bachelor's degree,NA
26128c15ef2592321ed4c05b64a7d3fa,37,NA,United Kingdom,NA,Self-employed business owner,NA,male,20000,freelance ,NA,English,NA,bachelor's degree,NA
